year,quarter,nhs_health_board,location,admission_type,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay,pre_post_covid
2018,3,Lothian,S314H,All Inpatients and Day cases,21533,70608,3.279060047,13069,88845,6.79814829,pre
2018,4,Lothian,S314H,All Inpatients and Day cases,22189,70263,3.166569021,13386,93364,6.974749739,pre
2019,1,Lothian,S314H,All Inpatients and Day cases,21889,69853,3.191237608,12948,89978,6.949181341,pre
2019,2,Lothian,S314H,All Inpatients and Day cases,22640,72517,3.203047703,13496,93003,6.891152934,pre
2019,3,Lothian,S314H,All Inpatients and Day cases,22439,68180,3.038459824,13351,85163,6.378773126,pre
2019,4,Lothian,S314H,All Inpatients and Day cases,22478,70609,3.141249221,12803,88324,6.898695618,pre
2020,1,Lothian,S314H,All Inpatients and Day cases,20467,72909,3.562270973,11665,93620,8.02571796,post
2020,2,Lothian,S314H,All Inpatients and Day cases,15770,49200,3.119847812,8146,60029,7.369138227,post
2020,3,Lothian,S314H,All Inpatients and Day cases,20599,63557,3.085441041,11277,71737,6.36135497,post
2020,4,Lothian,S314H,All Inpatients and Day cases,20283,69314,3.417344574,11057,81267,7.349823641,post
2021,1,Lothian,S314H,All Inpatients and Day cases,19809,69822,3.524761472,10801,84501,7.823442274,post
2021,2,Lothian,S314H,All Inpatients and Day cases,21741,69121,3.179292581,11944,83177,6.963914936,post
2021,3,Lothian,S314H,All Inpatients and Day cases,20999,72543,3.454593076,11212,85578,7.632714948,post
2021,4,Lothian,S314H,All Inpatients and Day cases,19689,73102,3.712834578,10442,87573,8.38661176,post
2022,1,Lothian,S314H,All Inpatients and Day cases,19158,74401,3.883547343,10069,85941,8.535207071,post
2022,2,Lothian,S314H,All Inpatients and Day cases,19437,75525,3.885630499,10319,90610,8.780889621,post
2022,3,Lothian,S314H,All Inpatients and Day cases,19216,77601,4.038353455,10370,95892,9.247058824,post
2017,3,Lothian,S308H,All Inpatients and Day cases,8673,21152,2.43883316,7150,21061,2.945594406,pre
2017,4,Lothian,S308H,All Inpatients and Day cases,8927,23517,2.634367649,7196,23541,3.271400778,pre
2018,1,Lothian,S308H,All Inpatients and Day cases,9045,24023,2.65594251,7100,22406,3.155774648,pre
2018,2,Lothian,S308H,All Inpatients and Day cases,9062,23640,2.608695652,7333,20941,2.855720715,pre
2018,3,Lothian,S308H,All Inpatients and Day cases,8926,22299,2.498207484,7281,21400,2.939156709,pre
2018,4,Lothian,S308H,All Inpatients and Day cases,9188,23565,2.56475838,7495,23000,3.068712475,pre
2019,1,Lothian,S308H,All Inpatients and Day cases,9163,22690,2.476263233,7490,21768,2.906275033,pre
2019,2,Lothian,S308H,All Inpatients and Day cases,9691,21487,2.217211846,7977,21481,2.692866993,pre
2019,3,Lothian,S308H,All Inpatients and Day cases,9698,23288,2.40131986,7959,22321,2.804498053,pre
2019,4,Lothian,S308H,All Inpatients and Day cases,10186,23727,2.32937365,8411,23232,2.762097254,pre
2020,1,Lothian,S308H,All Inpatients and Day cases,10169,26069,2.563575573,8198,24719,3.015247621,post
2020,2,Lothian,S308H,All Inpatients and Day cases,7168,13407,1.870396205,5116,14363,2.807466771,post
2020,3,Lothian,S308H,All Inpatients and Day cases,9350,18284,1.955508021,6803,18422,2.707922975,post
2020,4,Lothian,S308H,All Inpatients and Day cases,9131,19027,2.083780528,6925,18289,2.64101083,post
2021,1,Lothian,S308H,All Inpatients and Day cases,9325,19405,2.080965147,7167,19429,2.710897168,post
2021,2,Lothian,S308H,All Inpatients and Day cases,10277,18475,1.79770361,7941,19054,2.399445914,post
2021,3,Lothian,S308H,All Inpatients and Day cases,9688,19601,2.023224608,7654,19938,2.604912464,post
2021,4,Lothian,S308H,All Inpatients and Day cases,9602,20639,2.149448032,7601,20698,2.723062755,post
2022,1,Lothian,S308H,All Inpatients and Day cases,9854,21705,2.202658819,7589,21026,2.77058901,post
2022,2,Lothian,S308H,All Inpatients and Day cases,10332,20897,2.022551297,7924,21159,2.670242302,post
2022,3,Lothian,S308H,All Inpatients and Day cases,9988,22333,2.23598318,7908,22774,2.879868488,post
2017,3,Lothian,S116H,All Inpatients and Day cases,18566,58320,3.141225897,14344,53029,3.696946458,pre
2017,4,Lothian,S116H,All Inpatients and Day cases,18837,60806,3.228008706,14571,54027,3.707844348,pre
2018,1,Lothian,S116H,All Inpatients and Day cases,18301,60823,3.323479591,14207,55603,3.9137749,pre
2018,2,Lothian,S116H,All Inpatients and Day cases,18792,60320,3.209876543,14767,55411,3.75235322,pre
2018,3,Lothian,S116H,All Inpatients and Day cases,18788,58385,3.107568661,14717,54226,3.684582456,pre
2018,4,Lothian,S116H,All Inpatients and Day cases,19507,62972,3.228174501,15014,55466,3.694285334,pre
2019,1,Lothian,S116H,All Inpatients and Day cases,19320,59867,3.098706004,14821,53377,3.601443897,pre
2019,2,Lothian,S116H,All Inpatients and Day cases,20310,58020,2.856720827,15232,49968,3.280462185,pre
2019,3,Lothian,S116H,All Inpatients and Day cases,20084,56681,2.822196774,15116,48985,3.24060598,pre
2019,4,Lothian,S116H,All Inpatients and Day cases,19872,58252,2.931360709,14880,49501,3.326680108,pre
2020,1,Lothian,S116H,All Inpatients and Day cases,18726,60832,3.248531454,13629,52172,3.828013794,post
2020,2,Lothian,S116H,All Inpatients and Day cases,14279,34221,2.3965964,9795,35346,3.608575804,post
2020,3,Lothian,S116H,All Inpatients and Day cases,15591,37861,2.428388173,11179,36555,3.26997048,post
2020,4,Lothian,S116H,All Inpatients and Day cases,17012,43997,2.586233247,12421,41536,3.34401417,post
2021,1,Lothian,S116H,All Inpatients and Day cases,16672,44547,2.671964971,12340,42002,3.403727715,post
2021,2,Lothian,S116H,All Inpatients and Day cases,17764,45225,2.545879306,13337,40398,3.02901702,post
2021,3,Lothian,S116H,All Inpatients and Day cases,17880,44324,2.478970917,13115,41219,3.142889821,post
2021,4,Lothian,S116H,All Inpatients and Day cases,17702,48535,2.74178059,13176,46519,3.530585914,post
2022,1,Lothian,S116H,All Inpatients and Day cases,17503,47337,2.704507799,13186,43650,3.310329137,post
2022,2,Lothian,S116H,All Inpatients and Day cases,18158,48524,2.67232074,13455,46168,3.431289483,post
2022,3,Lothian,S116H,All Inpatients and Day cases,19132,49740,2.599832741,13918,46192,3.318867653,post
2017,3,Orkney,S08000025,All Inpatients and Day cases,944,2444,2.588983051,849,2627,3.094228504,pre
2017,4,Orkney,S08000025,All Inpatients and Day cases,1108,2919,2.634476534,979,3563,3.639427988,pre
2018,1,Orkney,S08000025,All Inpatients and Day cases,1151,2683,2.331016507,1021,3191,3.125367287,pre
2018,2,Orkney,S08000025,All Inpatients and Day cases,1112,2426,2.181654676,988,3129,3.167004049,pre
2018,3,Orkney,S08000025,All Inpatients and Day cases,1143,2818,2.46544182,1038,3377,3.253371869,pre
2018,4,Orkney,S08000025,All Inpatients and Day cases,1218,2666,2.188834154,1068,2966,2.777153558,pre
2019,1,Orkney,S08000025,All Inpatients and Day cases,1203,3022,2.5120532,1062,3159,2.974576271,pre
2019,2,Orkney,S08000025,All Inpatients and Day cases,1235,3162,2.560323887,1075,3865,3.595348837,pre
2019,3,Orkney,S08000025,All Inpatients and Day cases,1307,2706,2.070390207,1229,3045,2.477624085,pre
2019,4,Orkney,S08000025,All Inpatients and Day cases,1318,2876,2.182094082,1232,3082,2.501623377,pre
2020,1,Orkney,S08000025,All Inpatients and Day cases,1187,3122,2.630160067,1106,3442,3.112115732,post
2020,2,Orkney,S08000025,All Inpatients and Day cases,825,2386,2.892121212,745,2671,3.585234899,post
2020,3,Orkney,S08000025,All Inpatients and Day cases,1127,2444,2.168589175,1045,2651,2.536842105,post
2020,4,Orkney,S08000025,All Inpatients and Day cases,1203,3049,2.534497091,1117,3201,2.865711728,post
2021,1,Orkney,S08000025,All Inpatients and Day cases,1218,2419,1.986042693,1115,2985,2.677130045,post
2021,2,Orkney,S08000025,All Inpatients and Day cases,1272,3514,2.762578616,1154,4037,3.498266898,post
2021,3,Orkney,S08000025,All Inpatients and Day cases,1336,2880,2.155688623,1237,3653,2.953112369,post
2021,4,Orkney,S08000025,All Inpatients and Day cases,1322,3088,2.335854766,1234,3502,2.837925446,post
2022,1,Orkney,S08000025,All Inpatients and Day cases,1310,3038,2.319083969,1235,3664,2.966801619,post
2022,2,Orkney,S08000025,All Inpatients and Day cases,1309,3606,2.754774637,1243,4256,3.423974256,post
2022,3,Orkney,S08000025,All Inpatients and Day cases,1176,3383,2.87670068,1101,3679,3.34150772,post
2017,3,Orkney,R103H,All Inpatients and Day cases,944,2444,2.588983051,849,2627,3.094228504,pre
2017,4,Orkney,R103H,All Inpatients and Day cases,1108,2919,2.634476534,979,3563,3.639427988,pre
2018,1,Orkney,R103H,All Inpatients and Day cases,1151,2683,2.331016507,1021,3191,3.125367287,pre
2018,2,Orkney,R103H,All Inpatients and Day cases,1112,2426,2.181654676,988,3129,3.167004049,pre
2018,3,Orkney,R103H,All Inpatients and Day cases,1143,2818,2.46544182,1038,3377,3.253371869,pre
2018,4,Orkney,R103H,All Inpatients and Day cases,1218,2666,2.188834154,1068,2966,2.777153558,pre
2019,1,Orkney,R103H,All Inpatients and Day cases,1203,3022,2.5120532,1062,3159,2.974576271,pre
2019,2,Orkney,R103H,All Inpatients and Day cases,1235,3162,2.560323887,1075,3865,3.595348837,pre
2019,3,Orkney,R103H,All Inpatients and Day cases,1307,2706,2.070390207,1229,3045,2.477624085,pre
2019,4,Orkney,R103H,All Inpatients and Day cases,1318,2876,2.182094082,1232,3082,2.501623377,pre
2020,1,Orkney,R103H,All Inpatients and Day cases,1187,3122,2.630160067,1106,3442,3.112115732,post
2020,2,Orkney,R103H,All Inpatients and Day cases,825,2386,2.892121212,745,2671,3.585234899,post
2020,3,Orkney,R103H,All Inpatients and Day cases,1127,2444,2.168589175,1045,2651,2.536842105,post
2020,4,Orkney,R103H,All Inpatients and Day cases,1203,3049,2.534497091,1117,3201,2.865711728,post
2021,1,Orkney,R103H,All Inpatients and Day cases,1218,2419,1.986042693,1115,2985,2.677130045,post
2021,2,Orkney,R103H,All Inpatients and Day cases,1272,3514,2.762578616,1154,4037,3.498266898,post
2021,3,Orkney,R103H,All Inpatients and Day cases,1336,2880,2.155688623,1237,3653,2.953112369,post
2021,4,Orkney,R103H,All Inpatients and Day cases,1322,3088,2.335854766,1234,3502,2.837925446,post
2022,1,Orkney,R103H,All Inpatients and Day cases,1310,3038,2.319083969,1235,3664,2.966801619,post
2022,2,Orkney,R103H,All Inpatients and Day cases,1309,3606,2.754774637,1243,4256,3.423974256,post
2022,3,Orkney,R103H,All Inpatients and Day cases,1176,3383,2.87670068,1101,3679,3.34150772,post
2017,3,Shetland,Z102H,All Inpatients and Day cases,1241,2311,1.862207897,1167,2768,2.371893745,pre
2017,4,Shetland,Z102H,All Inpatients and Day cases,1219,2542,2.085315833,1179,3188,2.703986429,pre
2018,1,Shetland,Z102H,All Inpatients and Day cases,1183,2378,2.010143702,1118,2627,2.349731664,pre
2018,2,Shetland,Z102H,All Inpatients and Day cases,1264,2341,1.852056962,1209,2877,2.379652605,pre
2018,3,Shetland,Z102H,All Inpatients and Day cases,1215,2303,1.895473251,1157,2529,2.185825411,pre
2018,4,Shetland,Z102H,All Inpatients and Day cases,1265,2357,1.863241107,1207,2854,2.364540182,pre
2019,1,Shetland,Z102H,All Inpatients and Day cases,1205,2341,1.942738589,1150,2713,2.359130435,pre
2019,2,Shetland,Z102H,All Inpatients and Day cases,1214,2440,2.009884679,1158,2952,2.549222798,pre
2019,3,Shetland,Z102H,All Inpatients and Day cases,1150,2690,2.339130435,1092,2960,2.710622711,pre
2019,4,Shetland,Z102H,All Inpatients and Day cases,1214,2558,2.10708402,1136,2898,2.551056338,pre
2020,1,Shetland,Z102H,All Inpatients and Day cases,1117,2555,2.287376902,1040,2891,2.779807692,post
2020,2,Shetland,Z102H,All Inpatients and Day cases,568,1416,2.492957746,499,1788,3.583166333,post
2020,3,Shetland,Z102H,All Inpatients and Day cases,874,2034,2.327231121,807,2547,3.156133829,post
2020,4,Shetland,Z102H,All Inpatients and Day cases,910,1987,2.183516484,836,2416,2.889952153,post
2021,1,Shetland,Z102H,All Inpatients and Day cases,974,2050,2.104722793,873,2292,2.625429553,post
2021,2,Shetland,Z102H,All Inpatients and Day cases,1011,2087,2.064292779,951,2475,2.602523659,post
2021,3,Shetland,Z102H,All Inpatients and Day cases,951,2158,2.269190326,867,2593,2.99077278,post
2021,4,Shetland,Z102H,All Inpatients and Day cases,1036,2367,2.284749035,973,2968,3.050359712,post
2022,1,Shetland,Z102H,All Inpatients and Day cases,1143,2279,1.993875766,1103,2559,2.320036265,post
2022,2,Shetland,Z102H,All Inpatients and Day cases,1013,2303,2.273445212,958,2615,2.729645094,post
2022,3,Shetland,Z102H,All Inpatients and Day cases,669,1330,1.988041854,650,1550,2.384615385,post
2017,3,Shetland,S08000026,All Inpatients and Day cases,1241,2311,1.862207897,1167,2768,2.371893745,pre
2017,4,Shetland,S08000026,All Inpatients and Day cases,1219,2542,2.085315833,1179,3188,2.703986429,pre
2018,1,Shetland,S08000026,All Inpatients and Day cases,1183,2378,2.010143702,1118,2627,2.349731664,pre
2018,2,Shetland,S08000026,All Inpatients and Day cases,1264,2341,1.852056962,1209,2877,2.379652605,pre
2018,3,Shetland,S08000026,All Inpatients and Day cases,1215,2303,1.895473251,1157,2529,2.185825411,pre
2018,4,Shetland,S08000026,All Inpatients and Day cases,1265,2357,1.863241107,1207,2854,2.364540182,pre
2019,1,Shetland,S08000026,All Inpatients and Day cases,1205,2341,1.942738589,1150,2713,2.359130435,pre
2019,2,Shetland,S08000026,All Inpatients and Day cases,1214,2440,2.009884679,1158,2952,2.549222798,pre
2019,3,Shetland,S08000026,All Inpatients and Day cases,1150,2690,2.339130435,1092,2960,2.710622711,pre
2019,4,Shetland,S08000026,All Inpatients and Day cases,1214,2558,2.10708402,1136,2898,2.551056338,pre
2020,1,Shetland,S08000026,All Inpatients and Day cases,1117,2555,2.287376902,1040,2891,2.779807692,post
2020,2,Shetland,S08000026,All Inpatients and Day cases,568,1416,2.492957746,499,1788,3.583166333,post
2020,3,Shetland,S08000026,All Inpatients and Day cases,874,2034,2.327231121,807,2547,3.156133829,post
2020,4,Shetland,S08000026,All Inpatients and Day cases,910,1987,2.183516484,836,2416,2.889952153,post
2021,1,Shetland,S08000026,All Inpatients and Day cases,974,2050,2.104722793,873,2292,2.625429553,post
2021,2,Shetland,S08000026,All Inpatients and Day cases,1011,2087,2.064292779,951,2475,2.602523659,post
2021,3,Shetland,S08000026,All Inpatients and Day cases,951,2158,2.269190326,867,2593,2.99077278,post
2021,4,Shetland,S08000026,All Inpatients and Day cases,1036,2367,2.284749035,973,2968,3.050359712,post
2022,1,Shetland,S08000026,All Inpatients and Day cases,1143,2279,1.993875766,1103,2559,2.320036265,post
2022,2,Shetland,S08000026,All Inpatients and Day cases,1013,2303,2.273445212,958,2615,2.729645094,post
2022,3,Shetland,S08000026,All Inpatients and Day cases,669,1330,1.988041854,650,1550,2.384615385,post
2017,3,Tayside,S08000030,All Inpatients and Day cases,21446,78341,3.652942274,15453,84112,5.443085485,pre
2017,4,Tayside,S08000030,All Inpatients and Day cases,21068,78839,3.742120752,15121,85044,5.624231202,pre
2018,1,Tayside,S08000030,All Inpatients and Day cases,20988,81101,3.864160473,15071,88835,5.894433017,pre
2018,2,Tayside,S08000030,All Inpatients and Day cases,20527,78265,3.812783164,15333,86562,5.645470554,pre
2018,3,Tayside,S08000030,All Inpatients and Day cases,19915,71687,3.599648506,14621,77214,5.281034129,pre
2018,4,Tayside,S08000030,All Inpatients and Day cases,20283,72667,3.582655426,14627,79102,5.407944213,pre
2019,1,Tayside,S08000030,All Inpatients and Day cases,21119,77160,3.653582082,15321,80478,5.252790288,pre
2019,2,Tayside,S08000030,All Inpatients and Day cases,22021,74164,3.367876118,15725,80018,5.088585056,pre
2019,3,Tayside,S08000030,All Inpatients and Day cases,21664,75413,3.481028434,15412,81199,5.268556969,pre
2019,4,Tayside,S08000030,All Inpatients and Day cases,22670,78974,3.48363476,15868,85051,5.359906731,pre
2020,1,Tayside,S08000030,All Inpatients and Day cases,21895,77463,3.537931034,15710,84850,5.40101846,post
2020,2,Tayside,S08000030,All Inpatients and Day cases,13855,49257,3.555178636,8905,52358,5.879618192,post
2020,3,Tayside,S08000030,All Inpatients and Day cases,19136,63614,3.324310201,13162,66670,5.065339614,post
2020,4,Tayside,S08000030,All Inpatients and Day cases,19260,67863,3.523520249,13289,69837,5.255248702,post
2021,1,Tayside,S08000030,All Inpatients and Day cases,17412,66884,3.841258902,11660,69405,5.952401372,post
2021,2,Tayside,S08000030,All Inpatients and Day cases,19191,65379,3.406753166,13647,66825,4.896680589,post
2021,3,Tayside,S08000030,All Inpatients and Day cases,19637,73786,3.7574986,13662,74314,5.439467135,post
2021,4,Tayside,S08000030,All Inpatients and Day cases,20456,77279,3.7778158,14235,79160,5.560941342,post
2022,1,Tayside,S08000030,All Inpatients and Day cases,20117,76612,3.80832132,14245,77274,5.424640225,post
2022,2,Tayside,S08000030,All Inpatients and Day cases,20897,79063,3.783461741,14775,81239,5.498409475,post
2022,3,Tayside,S08000030,All Inpatients and Day cases,21559,79405,3.683148569,14939,82230,5.504384497,post
2017,3,Tayside,T101H,All Inpatients and Day cases,16048,51513,3.209932702,11484,64841,5.646203413,pre
2017,4,Tayside,T101H,All Inpatients and Day cases,15618,50922,3.26046869,11219,64132,5.716374008,pre
2018,1,Tayside,T101H,All Inpatients and Day cases,15259,51506,3.375450554,11001,68806,6.254522316,pre
2018,2,Tayside,T101H,All Inpatients and Day cases,15157,47810,3.154318137,11371,64594,5.680590977,pre
2018,3,Tayside,T101H,All Inpatients and Day cases,14794,46076,3.114505881,10973,60664,5.528478994,pre
2018,4,Tayside,T101H,All Inpatients and Day cases,14804,45563,3.077749257,10778,60698,5.631657079,pre
2019,1,Tayside,T101H,All Inpatients and Day cases,15216,47727,3.136632492,11048,61055,5.526339609,pre
2019,2,Tayside,T101H,All Inpatients and Day cases,15584,47280,3.033880903,11461,61100,5.331122939,pre
2019,3,Tayside,T101H,All Inpatients and Day cases,15336,47752,3.113719353,11263,63335,5.623279766,pre
2019,4,Tayside,T101H,All Inpatients and Day cases,15672,49479,3.157159265,11186,64092,5.729662078,pre
2020,1,Tayside,T101H,All Inpatients and Day cases,15288,47987,3.138867085,11338,65279,5.757541013,post
2020,2,Tayside,T101H,All Inpatients and Day cases,10060,30621,3.043836978,6892,40850,5.927161927,post
